taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
3595430,Helianthemum syriacum (Jacq.) Dum.Cours.,3595430,Helianthemum syriacum (Jacq.) Dum.Cours.,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Helianthemum,2874068.0,Helianthemum syriacum,3595430.0,Not Evaluated
2952000,Ulex parviflorus Pourr.,2952000,Ulex parviflorus Pourr.,151,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Ulex,2951953.0,Ulex parviflorus,2952000.0,Not Evaluated
3898018,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca,6409633,Salvia blancoana subsp. vellerea (Cuatrec.) W.Lippert,55,VARIETY,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Salvia,2926981.0,Salvia blancoana,7351266.0,
5403709,Crepis vesicaria L.,5403709,Crepis vesicaria L.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Crepis,3143303.0,Crepis vesicaria,5403709.0,Not Evaluated
6312803,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama,7987633,Arrhenatherum elatius subsp. bulbosum (Willd.) Schübl. & G.Martens,22,FORM,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Arrhenatherum,2704504.0,Arrhenatherum elatius,2704505.0,
8061410,Scabiosa turolensis Pau,8061410,Scabiosa turolensis Pau,15,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Scabiosa,2888800.0,Scabiosa turolensis,8061410.0,Not Evaluated
3033558,Clematis vitalba L.,3033558,Clematis vitalba L.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Clematis,3033512.0,Clematis vitalba,3033558.0,Not Evaluated
7694064,Lonicera periclymenum subsp. hispanica (Boiss. & Reut.) Nyman,7694064,Lonicera periclymenum subsp. hispanica (Boiss. & Reut.) Nyman,2,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Lonicera,2888645.0,Lonicera periclymenum,5334277.0,
2977149,Ononis spinosa L.,2977149,Ononis spinosa L.,38,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Ononis,2977094.0,Ononis spinosa,2977149.0,Not Evaluated
5295044,Smilax aspera L.,5295044,Smilax aspera L.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Smilacaceae,7702,Smilax,2740627.0,Smilax aspera,5295044.0,Not Evaluated
4155330,"Plantago radicata subsp. granatensis (Willk.) Rivas Mart., A.Asensi, Molero Mesa & F.Valle",8067043,Plantago subulata L.,1,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Plantago,3189695.0,Plantago subulata,8067043.0,
5584540,Arenaria pungens Nutt.,7801717,Sabulina nuttallii (Pax) Dillenb. & Kadereit,6,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Sabulina,3085409.0,Sabulina nuttallii,7801717.0,Not Evaluated
3134857,Lapsana communis L.,3134857,Lapsana communis L.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Lapsana,3134850.0,Lapsana communis,3134857.0,Not Evaluated
3025671,Cotoneaster granatensis Boiss.,3025671,Cotoneaster granatensis Boiss.,29,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Cotoneaster,3025563.0,Cotoneaster granatensis,3025671.0,Not Evaluated
5392456,Jurinea humilis (Desf.) DC.,5392456,Jurinea humilis (Desf.) DC.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Jurinea,3109185.0,Jurinea humilis,5392456.0,Not Evaluated
7262958,Acer monspessulanum L.,7262958,Acer monspessulanum L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Sapindaceae,6657,Acer,3189834.0,Acer monspessulanum,7262958.0,Least Concern
3125944,Santolina rosmarinifolia L.,3125944,Santolina rosmarinifolia L.,52,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Santolina,3125925.0,Santolina rosmarinifolia,3125944.0,Not Evaluated
8164710,Marrubium supinum Hu. ex C.Pei,8164710,Marrubium supinum Hu. ex C.Pei,40,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Marrubium,2927068.0,Marrubium supinum,8164710.0,Not Evaluated
7311536,Daphne oleoides Schreb.,7311536,Daphne oleoides Schreb.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Thymelaeaceae,2428,Daphne,3188453.0,Daphne oleoides,7311536.0,Not Evaluated
3013206,Sorbus domestica L.,3013215,Cormus domestica (L.) Spach,4,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Cormus,3025305.0,Cormus domestica,3013215.0,Least Concern
5372952,Salix caprea L.,5372952,Salix caprea L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Salicaceae,6664,Salix,3039576.0,Salix caprea,5372952.0,Least Concern
8004571,Clinopodium vulgare subsp. arundanum (Boiss.) Nyman,8004571,Clinopodium vulgare subsp. arundanum (Boiss.) Nyman,9,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Clinopodium,2926907.0,Clinopodium vulgare,2926945.0,
5015,Rosaceae,5015,Rosaceae,1,FAMILY,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,,,,,Not Evaluated
2965093,Retama sphaerocarpa (L.) Boiss.,2965093,Retama sphaerocarpa (L.) Boiss.,56,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Retama,8216180.0,Retama sphaerocarpa,2965093.0,Not Evaluated
2977276,Ononis speciosa Lag.,2977276,Ononis speciosa Lag.,12,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Ononis,2977094.0,Ononis speciosa,2977276.0,Not Evaluated
3008098,Rosa pouzinii Tratt.,3008098,Rosa pouzinii Tratt.,23,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Rosa,8395064.0,Rosa pouzinii,3008098.0,Not Evaluated
5559052,Digitalis obscura L.,5559052,Digitalis obscura L.,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Digitalis,3172032.0,Digitalis obscura,5559052.0,Not Evaluated
7331304,Fumana ericoides Pau,7331304,Fumana ericoides Pau,12,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Fumana,7331269.0,Fumana ericoides,7331304.0,Not Evaluated
5333294,Castanea sativa Mill.,5333294,Castanea sativa Mill.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fagales,1354,Fagaceae,4689,Castanea,2882140.0,Castanea sativa,5333294.0,Least Concern
7628495,"Sedum annuum All., 1785",7628495,"Sedum annuum All., 1785",1,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Sedum,7801254.0,Sedum annuum,7628495.0,Not Evaluated
2928390,Convolvulus arvensis L.,2928390,Convolvulus arvensis L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Convolvulus,2928386.0,Convolvulus arvensis,2928390.0,Not Evaluated
9298571,Helianthemum apenninum subsp. stoechadifolium (Brot.) Samp.,9298571,Helianthemum apenninum subsp. stoechadifolium (Brot.) Samp.,6,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Helianthemum,2874068.0,Helianthemum apenninum,9823314.0,
7333092,Verbascum giganteum Willk.,7333092,Verbascum giganteum Willk.,8,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Verbascum,2928970.0,Verbascum giganteum,7333092.0,Not Evaluated
7366349,"Centaurea bombycina Boiss., 1838",7366349,"Centaurea bombycina Boiss., 1838",5,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Centaurea,3127469.0,Centaurea bombycina,7366349.0,Not Evaluated
8351737,Hedera helix L.,8351737,Hedera helix L.,8,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Araliaceae,8800,Hedera,3036021.0,Hedera helix,8351737.0,Not Evaluated
3832369,Ruta montana Mill.,8019513,Ruta montana (L.) L.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Rutaceae,2396,Ruta,3190380.0,Ruta montana,8019513.0,Not Evaluated
4122446,Festuca indigesta Boiss.,4122446,Festuca indigesta Boiss.,182,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Festuca,2704913.0,Festuca indigesta,4122446.0,Not Evaluated
7331316,Helianthemum almeriense Pau,7331316,Helianthemum almeriense Pau,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Helianthemum,2874068.0,Helianthemum almeriense,7331316.0,Not Evaluated
7307046,Phlomis purpurea L.,7307046,Phlomis purpurea L.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Phlomis,2927450.0,Phlomis purpurea,7307046.0,Not Evaluated
7331346,Cistus clusii Dunal,7331346,Cistus clusii Dunal,56,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Cistus,2874026.0,Cistus clusii,7331346.0,Not Evaluated
5598747,Lonicera arborea Boiss.,5598747,Lonicera arborea Boiss.,21,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Lonicera,2888645.0,Lonicera arborea,5598747.0,Not Evaluated
7963890,Juniperus sabina L.,7963890,Juniperus sabina L.,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Pinopsida,194,Pinales,640,Cupressaceae,8144,Juniperus,2684359.0,Juniperus sabina,7963890.0,Least Concern
7265227,Osyris L.,7265227,Osyris L.,1,GENUS,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Santalales,934,Santalaceae,6661,Osyris,7265227.0,,,Not Evaluated
2874030,Cistus monspeliensis L.,2874030,Cistus monspeliensis L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Cistus,2874026.0,Cistus monspeliensis,2874030.0,Least Concern
7331291,Helianthemum apenninum subsp. apenninum,7331291,Helianthemum apenninum subsp. apenninum,3,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Helianthemum,2874068.0,Helianthemum apenninum,9823314.0,
3898342,Teucrium bicoloreum Pau ex Vicioso,3898342,Teucrium bicoloreum Pau ex Vicioso,11,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Teucrium,2926895.0,Teucrium bicoloreum,3898342.0,Not Evaluated
7357319,"Genista versicolor Boiss. ex Steud., 1840",7357319,"Genista versicolor Boiss. ex Steud., 1840",166,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Genista,8294717.0,Genista versicolor,7357319.0,Not Evaluated
8334140,Sedum sediforme (Schweinf.) Raym.-Hamet,5689819,Sedum crassularia Raym.-Hamet,68,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Sedum,5361975.0,Sedum crassularia,5689819.0,Not Evaluated
2913027,Galium L.,2913027,Galium L.,1,GENUS,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Galium,2913027.0,,,Not Evaluated
5275012,Pteridium aquilinum (L.) Kuhn,5275012,Pteridium aquilinum (L.) Kuhn,9,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Polypodiales,392,Dennstaedtiaceae,6623,Pteridium,5275011.0,Pteridium aquilinum,5275012.0,Not Evaluated
7267618,Silene mellifera Boiss. & Reut.,7267618,Silene mellifera Boiss. & Reut.,22,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Silene,3085897.0,Silene mellifera,7267618.0,Not Evaluated
7296321,Viola riviniana Rchb.,7296321,Viola riviniana Rchb.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Violaceae,6631,Viola,2874237.0,Viola riviniana,7296321.0,Not Evaluated
3595820,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo,3595820,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo,100,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Halimium,6437972.0,Halimium umbellatum,7331332.0,
3029430,Sanguisorba minor Scop.,7220805,Poterium sanguisorba subsp. sanguisorba,143,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Poterium,3001016.0,Poterium sanguisorba,5364245.0,Not Evaluated
3138230,Carthamus lanatus L.,3138230,Carthamus lanatus L.,28,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Carthamus,3138214.0,Carthamus lanatus,3138230.0,Not Evaluated
2879175,Quercus coccifera L.,2879175,Quercus coccifera L.,22,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fagales,1354,Fagaceae,4689,Quercus,2877951.0,Quercus coccifera,2879175.0,Least Concern
5386,Fabaceae,5386,Fabaceae,16,FAMILY,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,,,,,Not Evaluated
7942614,Rhamnus lycioides Brot.,7273886,Rhamnus oleoides subsp. oleoides,7,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rhamnaceae,2407,Rhamnus,3039471.0,Rhamnus oleoides,7867604.0,Not Evaluated
2704468,Stipa tenacissima L.,2704468,Stipa tenacissima L.,40,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Stipa,2704463.0,Stipa tenacissima,2704468.0,Vulnerable
9051413,Mentha pulegium Luce,9051413,Mentha pulegium Luce,6,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Mentha,2927173.0,Mentha pulegium,9051413.0,Not Evaluated
3024294,Geum L.,3024294,Geum L.,3,GENUS,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Geum,3024294.0,,,Not Evaluated
2890541,Geranium purpureum Vill.,2890541,Geranium purpureum Vill.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Geraniales,624,Geraniaceae,4676,Geranium,2889949.0,Geranium purpureum,2890541.0,Not Evaluated
3050712,Hormathophylla spinosa (L.) P.Küpfer,3050712,Hormathophylla spinosa (L.) P.Küpfer,75,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Hormathophylla,3050677.0,Hormathophylla spinosa,3050712.0,Not Evaluated
3105508,Andryala integrifolia L.,3105508,Andryala integrifolia L.,13,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Andryala,3105480.0,Andryala integrifolia,3105508.0,Not Evaluated
5341443,Thymus pulegioides L.,5341443,Thymus pulegioides L.,18,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Thymus,2926960.0,Thymus pulegioides,5341443.0,Not Evaluated
3105533,Andryala ragusina L.,3105533,Andryala ragusina L.,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Andryala,3105480.0,Andryala ragusina,3105533.0,Not Evaluated
3023878,Amelanchier ovalis Medik.,3023878,Amelanchier ovalis Medik.,51,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Amelanchier,3023817.0,Amelanchier ovalis,3023878.0,Not Evaluated
3809220,"Dianthus pungens subsp. brachyanthus (Boiss.) Bernal, Fern.Casas, G.López, M.Laínz & Muñoz Garm.",3809220,"Dianthus pungens subsp. brachyanthus (Boiss.) Bernal, Fern.Casas, G.López, M.Laínz & Muñoz Garm.",23,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Dianthus,3085411.0,Dianthus pungens,8330248.0,
3146150,Picnomon acarna (L.) Cass.,3146150,Picnomon acarna (L.) Cass.,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Picnomon,3146149.0,Picnomon acarna,3146150.0,Not Evaluated
7956664,Quercus faginea Ten.,7226619,Quercus pubescens subsp. pubescens,7,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fagales,1354,Fagaceae,4689,Quercus,2877951.0,Quercus pubescens,2881283.0,Not Evaluated
7331435,Cistus albidus L.,7331435,Cistus albidus L.,76,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Cistus,2874026.0,Cistus albidus,7331435.0,Not Evaluated
7732806,Lonicera etrusca Ten.,5598568,Lonicera stabiana Pasq.,3,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Lonicera,2888645.0,Lonicera stabiana,5598568.0,Not Evaluated
3895398,Acinos alpinus subsp. meridionalis (Nyman) P.W.Ball,3888325,Clinopodium alpinum subsp. meridionale (Nyman) Govaerts,19,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Clinopodium,2926907.0,Clinopodium alpinum,7307319.0,
3096840,Ptilostemon hispanicus (Lam.) Greuter,3096840,Ptilostemon hispanicus (Lam.) Greuter,89,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Ptilostemon,3096839.0,Ptilostemon hispanicus,3096840.0,Not Evaluated
2739695,Merendera pyrenaica (Pourr.) P.Fourn.,2739671,Colchicum montanum L.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Colchicaceae,7697,Colchicum,2739608.0,Colchicum montanum,2739671.0,Not Evaluated
7301101,Knautia subscaposa Boiss. & Reut.,7301101,Knautia subscaposa Boiss. & Reut.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Knautia,2888807.0,Knautia subscaposa,7301101.0,Not Evaluated
